model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response
google-gemini-2-5-pro,hotpotqa,5a8c4ca95542996e8ac88a56,What was the first album released by the same boy band that released Ex'Act?,XOXO,Mama,XOXO,"[""Which boy band released the album 'Ex'Act'?"", ""What was the first album released by {answer_1}?""]","{""answer_1"": ""Exo"", ""answer_2"": ""XOXO""}","answer_1: str = qa_model(""Which boy band released the album 'Ex'Act'?"")
answer_2: str = qa_model(""What was the first album released by {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Exo"",
  ""answer_2"": ""XOXO""
}
```",Mama,"""Mama"" was EXO's debut album/EP, released in 2012. ""XOXO"" was their first studio album, released in 2013, making it not their first overall album. The answers contradict on the identity of the first album.","equivalent: 0
reasoning: ""Mama"" was EXO's debut album/EP, released in 2012. ""XOXO"" was their first studio album, released in 2013, making it not their first overall album. The answers contradict on the identity of the first album."
google-gemini-2-5-pro,hotpotqa,5a8c89f55542996e8ac88ad8,"What is the name of the seventh studio album that was made by the creator of ""Amazing"" and ""Only You""?",Double Trouble,The Life of Pablo,Georgia Clay,"[""Who is the creator of the songs 'Amazing' and 'Only You'?"", ""What is the seventh studio album by {answer_1}?""]","{""answer_1"": ""P-Square"", ""answer_2"": ""Double Trouble""}","answer_1: str = qa_model(""Who is the creator of the songs 'Amazing' and 'Only You'?"")
answer_2: str = qa_model(""What is the seventh studio album by {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""P-Square"",
  ""answer_2"": ""Double Trouble""
}
```",The Life of Pablo,"Answer A (""Double Trouble"") is not the seventh studio album by Kanye West (creator of ""Amazing"" and ""Only You""). Answer B (""The Life of Pablo"") is the correct seventh studio album. They contradict each other.","equivalent: 0
reasoning: Answer A (""Double Trouble"") is not the seventh studio album by Kanye West (creator of ""Amazing"" and ""Only You""). Answer B (""The Life of Pablo"") is the correct seventh studio album. They contradict each other."
google-gemini-2-5-pro,hotpotqa,5a8cac72554299240d9c21d0,"The news program ""International Desk"" is broadcast from a building adjacent to what park?",Midron Yaffo Park,HaPisga Garden,Centennial Olympic Park,"[""From which building is the news program 'International Desk' broadcast?"", ""What park is adjacent to {answer_1}?""]","{""answer_1"": ""Jaffa Port"", ""answer_2"": ""Midron Yaffo Park""}","answer_1: str = qa_model(""From which building is the news program 'International Desk' broadcast?"")
answer_2: str = qa_model(""What park is adjacent to {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Jaffa Port"",
  ""answer_2"": ""Midron Yaffo Park""
}
```",HaPisga Garden,"The two answers provide different names for the park, indicating a contradiction.","equivalent: 0
reasoning: The two answers provide different names for the park, indicating a contradiction."
google-gemini-2-5-pro,hotpotqa,5a90aeda5542990a98493699,The Riverport Railroad operates a former army depot track that was opened in what year?,1917,1918,1917,"[""What former army depot track does the Riverport Railroad operate?"", ""When was {answer_1} opened?""]","{""answer_1"": ""Savanna Army Depot"", ""answer_2"": ""1917""}","answer_1: str = qa_model(""What former army depot track does the Riverport Railroad operate?"")
answer_2: str = qa_model(""When was {answer_1} opened?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Savanna Army Depot"",
  ""answer_2"": ""1917""
}
```",1918,Years must match exactly; 1917 is not 1918.,"equivalent: 0
reasoning: Years must match exactly; 1917 is not 1918."
google-gemini-2-5-pro,hotpotqa,5ab466f95542996a3a969f7d,"A studio album by I Killed the Prom Queen reached the top 30 in ARIA Albums Chart, on what date was that album released?",2014-02-14,2006-08-01,31 July 2006.,"[""Which studio album by I Killed the Prom Queen reached the top 30 in the ARIA Albums Chart?"", ""What is the release date of {answer_1}?""]","{""answer_1"": ""Beloved"", ""answer_2"": ""2014-02-14""}","answer_1: str = qa_model(""Which studio album by I Killed the Prom Queen reached the top 30 in the ARIA Albums Chart?"")
answer_2: str = qa_model(""What is the release date of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Beloved"",
  ""answer_2"": ""2014-02-14""
}
```",2006-08-01,"The dates provided are different, and calendar dates must match exactly.","equivalent: 0
reasoning: The dates provided are different, and calendar dates must match exactly."
google-gemini-2-5-pro,hotpotqa,5ab5afd8554299637185c5db,"In 2006 ""Strictly Dance Fever"" promoted a modern afro-Cuban partner dance derived from the works of which composer?",Arsenio Rodríguez,Orishas,Enrique Jorrin,"[""What modern afro-Cuban partner dance was promoted by \""Strictly Dance Fever\"" in 2006?"", ""Which composer's works is {answer_1} derived from?""]","{""answer_1"": ""Salsa"", ""answer_2"": ""Arsenio Rodr\u00edguez""}","answer_1: str = qa_model(""What modern afro-Cuban partner dance was promoted by \""Strictly Dance Fever\"" in 2006?"")
answer_2: str = qa_model(""Which composer's works is {answer_1} derived from?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Salsa"",
  ""answer_2"": ""Arsenio Rodríguez""
}
```",Orishas,"Answer A identifies Arsenio Rodríguez as the composer, while Answer B identifies Orishas, which is a different entity (a hip hop group). These are contradictory facts.","equivalent: 0
reasoning: Answer A identifies Arsenio Rodríguez as the composer, while Answer B identifies Orishas, which is a different entity (a hip hop group). These are contradictory facts."
google-gemini-2-5-pro,hotpotqa,5ab5faeb554299637185c657,What month was the female cast member of the King of the mountain born?,April,November,August,"[""Who is the female cast member in the movie King of the mountain?"", ""What month was {answer_1} born?""]","{""answer_1"": ""Mar\u00eda Valverde"", ""answer_2"": ""April""}","answer_1: str = qa_model(""Who is the female cast member in the movie King of the mountain?"")
answer_2: str = qa_model(""What month was {answer_1} born?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""María Valverde"",
  ""answer_2"": ""April""
}
```",November,"The months provided, April and November, are different, leading to a contradiction.","equivalent: 0
reasoning: The months provided, April and November, are different, leading to a contradiction."
google-gemini-2-5-pro,hotpotqa,5ab91bc0554299753720f6fc,"When did a paramilitary offshoot of the IRA start carrying ut bombings, after splitting from the Real IRA?",2010,2009-11-20,2009,"[""What paramilitary group split from the Real IRA?"", ""When did {answer_1} start carrying out bombings?""]","{""answer_1"": ""\u00d3glaigh na h\u00c9ireann"", ""answer_2"": ""2010""}","answer_1: str = qa_model(""What paramilitary group split from the Real IRA?"")
answer_2: str = qa_model(""When did {answer_1} start carrying out bombings?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Óglaigh na hÉireann"",
  ""answer_2"": ""2010""
}
```",2009-11-20,Calendar dates/years must match exactly; 2010 is not 2009.,"equivalent: 0
reasoning: Calendar dates/years must match exactly; 2010 is not 2009."
google-gemini-2-5-pro,hotpotqa,5abe249155429976d4830a7e, Ida Roland was born in a municipality  that lies on the shores of which lake ?,Alte Donau,Lake Geneva,Lake Geneva,"[""Where was Ida Roland born?"", ""Which lake lies on the shores of {answer_1}?""]","{""answer_1"": ""Vienna"", ""answer_2"": ""Alte Donau""}","answer_1: str = qa_model(""Where was Ida Roland born?"")
answer_2: str = qa_model(""Which lake lies on the shores of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Vienna"",
  ""answer_2"": ""Alte Donau""
}
```",Lake Geneva,"The answers refer to two different bodies of water (Alte Donau in Vienna vs. Lake Geneva in Switzerland/France), creating a contradiction.","equivalent: 0
reasoning: The answers refer to two different bodies of water (Alte Donau in Vienna vs. Lake Geneva in Switzerland/France), creating a contradiction."
google-gemini-2-5-pro,hotpotqa,5abf1a6d5542990832d3a122,"What should you do to show respect when walking the trail Oahu trial that leads to a 150 foot waterfall, on the night of Kane, Ku, Lono, or Kanaloa at sunset and just before the sunrises?",The trail is closed to the public.,Walk the trail in silence.,lie face down,"[""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"", ""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?""]","{""answer_1"": ""M\u0101noa Falls Trail"", ""answer_2"": ""The trail is closed to the public.""}","answer_1: str = qa_model(""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"")
answer_2: str = qa_model(""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Mānoa Falls Trail"",
  ""answer_2"": ""The trail is closed to the public.""
}
```",Walk the trail in silence.,"Answer A states the trail is closed, implying one should not be on it. Answer B suggests an action to take while on the trail. These are different facts and imply different primary actions.","equivalent: 0
reasoning: Answer A states the trail is closed, implying one should not be on it. Answer B suggests an action to take while on the trail. These are different facts and imply different primary actions."
google-gemini-2-5-pro,hotpotqa,5abfd0505542993fe9a41e81,What company is associated with the UK but also was founded in the US?,None,Aon plc,Pentair,"[""Name a company that is associated with the UK."", ""Which of these companies was founded in the US: {answer_1}?""]","{""answer_1"": ""BP"", ""answer_2"": ""None""}","answer_1: str = qa_model(""Name a company that is associated with the UK."")
answer_2: str = qa_model(""Which of these companies was founded in the US: {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""BP"",
  ""answer_2"": ""None""
}
```",Aon plc,"Answer A states there is no such company, while Answer B provides a specific company, creating a direct contradiction.","equivalent: 0
reasoning: Answer A states there is no such company, while Answer B provides a specific company, creating a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ae195595542997b2ef7d206,"From which school of the Mount Vernon City School District was teacher fired, causing the school district to receive national attention?",Mount Vernon Middle School,Mount Vernon High School,Mount Vernon Middle School,"[""Which teacher's firing caused the Mount Vernon City School District to receive national attention?"", ""From which school was {answer_1} fired?""]","{""answer_1"": ""John Freshwater"", ""answer_2"": ""Mount Vernon Middle School""}","answer_1: str = qa_model(""Which teacher's firing caused the Mount Vernon City School District to receive national attention?"")
answer_2: str = qa_model(""From which school was {answer_1} fired?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John Freshwater"",
  ""answer_2"": ""Mount Vernon Middle School""
}
```",Mount Vernon High School,"The answers name different schools (Middle School vs. High School), which is a direct contradiction.","equivalent: 0
reasoning: The answers name different schools (Middle School vs. High School), which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ae2a123554299495565daed,What is the focus of the technique which developed on the technique named after Frederich Matthias Alexander,The evolutionary development of human movement,Use of the self,body mechanics in a state of motion,"[""What technique is named after Frederich Matthias Alexander?"", ""What technique developed on {answer_1}?"", ""What is the focus of {answer_2}?""]","{""answer_1"": ""Alexander Technique"", ""answer_2"": ""Dart Procedures"", ""answer_3"": ""The evolutionary development of human movement""}","answer_1: str = qa_model(""What technique is named after Frederich Matthias Alexander?"")
answer_2: str = qa_model(""What technique developed on {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the focus of {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Alexander Technique"",
  ""answer_2"": ""Dart Procedures"",
  ""answer_3"": ""The evolutionary development of human movement""
}
```",Use of the self,"The answers describe different concepts. ""Use of the self"" is a core concept of the Alexander Technique, while ""evolutionary development of human movement"" is a broader field of study.","equivalent: 0
reasoning: The answers describe different concepts. ""Use of the self"" is a core concept of the Alexander Technique, while ""evolutionary development of human movement"" is a broader field of study."
google-gemini-2-5-pro,hotpotqa,5ae52e6a5542990ba0bbb1ec,"Since when Romeo and Juliet was the first production of the play for  a live theater to digital platforms company, founded in 2013 by Stewart F. Lane and Bonnie Comley?",2014-02,2013-09-19,1977,"[""What is the name of the live theater to digital platforms company founded in 2013 by Stewart F. Lane and Bonnie Comley?"", ""When was 'Romeo and Juliet' the first production for {answer_1}?""]","{""answer_1"": ""BroadwayHD"", ""answer_2"": ""2014-02""}","answer_1: str = qa_model(""What is the name of the live theater to digital platforms company founded in 2013 by Stewart F. Lane and Bonnie Comley?"")
answer_2: str = qa_model(""When was 'Romeo and Juliet' the first production for {answer_1}?"", answer_1=answer_1)","```json
{
  ""intermediate_answers"": {
    ""answer_1"": ""BroadwayHD"",
    ""answer_2"": ""2014-02""
  }
}
```",2013-09-19,The dates provided are different (2014-02 vs 2013-09-19) and calendar dates must match exactly.,"equivalent: 0
reasoning: The dates provided are different (2014-02 vs 2013-09-19) and calendar dates must match exactly."
google-gemini-2-5-pro,hotpotqa,5ae60fea5542992663a4f24f,"When did the male lead of the film ""Flexing with Monty"" die?",Sean Murray is still alive.,Tony Peck,7 June 2003,"[""Who is the male lead of the film 'Flexing with Monty'?"", ""When did {answer_1} die?""]","{""answer_1"": ""Sean Murray"", ""answer_2"": ""Sean Murray is still alive.""}","answer_1: str = qa_model(""Who is the male lead of the film 'Flexing with Monty'?"")
answer_2: str = qa_model(""When did {answer_1} die?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Sean Murray"",
  ""answer_2"": ""Sean Murray is still alive.""
}
```",Tony Peck,"The answers identify different individuals as the male lead of the film, leading to a contradiction.","equivalent: 0
reasoning: The answers identify different individuals as the male lead of the film, leading to a contradiction."
google-gemini-2-5-pro,hotpotqa,5ae770d75542997b22f6a766,"Which animator from Canada served as an assistant director on an American animated television series that ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002?",Tricia Garcia,Rob Boutilier,,,,,,,"The names ""Tricia Garcia"" and ""Rob Boutilier"" refer to different individuals.","equivalent: 0
reasoning: The names ""Tricia Garcia"" and ""Rob Boutilier"" refer to different individuals."
google-gemini-2-5-pro,hotpotqa,5a76059155429976ec32bce6,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?",Mall del Norte,La Plaza Mall,La Plaza Mall,"[""What is the size of Mall del Norte?"", ""What is the size of La Plaza Mall?"", ""Which is larger, Mall del Norte at {answer_1} or La Plaza Mall at {answer_2}?""]","{""answer_1"": ""1,212,515 sq ft"", ""answer_2"": ""1,200,000 sq ft"", ""answer_3"": ""Mall del Norte""}","answer_1: str = qa_model(""What is the size of Mall del Norte?"")
answer_2: str = qa_model(""What is the size of La Plaza Mall?"")
answer_3: str = qa_model(""Which is larger, Mall del Norte at {answer_1} or La Plaza Mall at {answer_2}?"", answer_1=answer_1, answer_2=answer_2)","```json
{
  ""answer_1"": ""1,212,515 sq ft"",
  ""answer_2"": ""1,200,000 sq ft"",
  ""answer_3"": ""Mall del Norte""
}
```","answer:
La Plaza Mall",The answers contradict each other regarding which mall is the largest.,"equivalent: 0
reasoning: The answers contradict each other regarding which mall is the largest."
google-gemini-2-5-pro,hotpotqa,5a760f6855429976ec32bcf9,What retailer is the second-largest in the United States and has a commercial featuring the American artist who was 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?,Target,Amazon,Target Corporation,"[""Who was the 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?"", ""Which retailer, the second-largest in the United States, has a commercial featuring {answer_1}?""]","{""answer_1"": ""Taylor Swift"", ""answer_2"": ""Target""}","answer_1: str = qa_model(""Who was the 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?"")
answer_2: str = qa_model(""Which retailer, the second-largest in the United States, has a commercial featuring {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Taylor Swift"",
  ""answer_2"": ""Target""
}
```",Amazon,"The answers contradict each other. Amazon is generally considered the second-largest retailer in the US, not Target.","equivalent: 0
reasoning: The answers contradict each other. Amazon is generally considered the second-largest retailer in the US, not Target."
google-gemini-2-5-pro,hotpotqa,5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,Germany; Austria; Switzerland,Rhön,United States,"[""What form of music do Die Rh\u00c3\u00b6ner S\u00c3\u00a4uw\u00c3\u00a4ntzt play?"", ""Where did the music form {answer_1} originate?""]","{""answer_1"": ""Volksmusik"", ""answer_2"": ""Germany; Austria; Switzerland""}","answer_1: str = qa_model(""What form of music do Die Rhöner Säuwäntzt play?"")
answer_2: str = qa_model(""Where did the music form {answer_1} originate?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Volksmusik"",
  ""answer_2"": ""Germany; Austria; Switzerland""
}
```",Rhön,"Answer B specifies a region (Rhön, which is in Germany), while Answer A lists three countries (Germany, Austria, Switzerland). If the music originated specifically in Rhön, then stating Austria and Switzerland as origins (as in Answer A) would be a contradiction.","equivalent: 0
reasoning: Answer B specifies a region (Rhön, which is in Germany), while Answer A lists three countries (Germany, Austria, Switzerland). If the music originated specifically in Rhön, then stating Austria and Switzerland as origins (as in Answer A) would be a contradiction."
google-gemini-2-5-pro,hotpotqa,5a7ca54c55429935c91b527f,"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?",Producer,CEO of Marv Group,CEO of Lionsgate UK & Europe,"[""What is the 2016 American action thriller film directed by Babak Najafi?"", ""Who was the executive producer for {answer_1}?"", ""What position does {answer_2} currently hold?""]","{""answer_1"": ""London Has Fallen"", ""answer_2"": ""Avi Lerner; Trevor Short; Boaz Davidson; John Thompson; Christine Otal; Heidi Jo Markel"", ""answer_3"": ""Producer""}","answer_1: str = qa_model(""What is the 2016 American action thriller film directed by Babak Najafi?"")
answer_2: str = qa_model(""Who was the executive producer for {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What position does {answer_2} currently hold?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""London Has Fallen"",
  ""answer_2"": ""Avi Lerner; Trevor Short; Boaz Davidson; John Thompson; Christine Otal; Heidi Jo Markel"",
  ""answer_3"": ""Producer""
}
```",CEO of Marv Group,"Answer A describes a general functional role, while Answer B describes a specific executive position within a company. These are distinct facts, not one being a more specific version of the other.","equivalent: 0
reasoning: Answer A describes a general functional role, while Answer B describes a specific executive position within a company. These are distinct facts, not one being a more specific version of the other."
google-gemini-2-5-pro,hotpotqa,5a7ccec9554299452d57ba72,What video game published by Sierra Entertainment includes an antagonist figure who's mystery is the core of the series? ,Gabriel Knight: Sins of the Fathers,Half-Life,F.E.A.R.,"[""Which antagonist figure's mystery is the core of a video game series published by Sierra Entertainment?"", ""What video game published by Sierra Entertainment features the antagonist {answer_1}?""]","{""answer_1"": ""Malia Gedde"", ""answer_2"": ""Gabriel Knight: Sins of the Fathers""}","answer_1: str = qa_model(""Which antagonist figure's mystery is the core of a video game series published by Sierra Entertainment?"")
answer_2: str = qa_model(""What video game published by Sierra Entertainment features the antagonist {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Malia Gedde"",
  ""answer_2"": ""Gabriel Knight: Sins of the Fathers""
}
```","answer:
Half-Life","The answers refer to two different video games, Gabriel Knight: Sins of the Fathers and Half-Life.","equivalent: 0
reasoning: The answers refer to two different video games, Gabriel Knight: Sins of the Fathers and Half-Life."
google-gemini-2-5-pro,hotpotqa,5a7d231555429909bec76986,La Barredora was a gang that declared war on the leader of the cartel based where?,Sinaloa,Acapulco,Sinaloa,"[""Which cartel leader did the gang La Barredora declare war on?"", ""Where was the cartel led by {answer_1} based?""]","{""answer_1"": ""Joaqu\u00edn \""El Chapo\"" Guzm\u00e1n"", ""answer_2"": ""Sinaloa""}","answer_1: str = qa_model(""Which cartel leader did the gang La Barredora declare war on?"")
answer_2: str = qa_model(""Where was the cartel led by {answer_1} based?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Joaquín \""El Chapo\"" Guzmán"",
  ""answer_2"": ""Sinaloa""
}
```",Acapulco,The answers provide contradictory locations for the cartel's base.,"equivalent: 0
reasoning: The answers provide contradictory locations for the cartel's base."
google-gemini-2-5-pro,hotpotqa,5a7d90195542991319bc93cf,The axial turbojet Pirna 014 was designed by engineers from this German aircraft and aircraft engine manufacturer based in which city?,Dresden,Pirna,Dessau,"[""Which German aircraft and aircraft engine manufacturer designed the Pirna 014?"", ""In which city is {answer_1} based?""]","{""answer_1"": ""Flugzeugwerke Dresden"", ""answer_2"": ""Dresden""}","answer_1: str = qa_model(""Which German aircraft and aircraft engine manufacturer designed the Pirna 014?"")
answer_2: str = qa_model(""In which city is {answer_1} based?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Flugzeugwerke Dresden"",
  ""answer_2"": ""Dresden""
}
```","answer:
Pirna","The answers provide different cities (Dresden vs. Pirna) for the manufacturer's base, which is a direct contradiction.","equivalent: 0
reasoning: The answers provide different cities (Dresden vs. Pirna) for the manufacturer's base, which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5a7f8a535542994857a76778,The Pineground Bridge formerly carried Depot Road over the Suncook River into a town with a population of what?,"22,135","7,207","2,523","[""Into which town did the Pineground Bridge carry Depot Road?"", ""What is the population of {answer_1}?""]","{""answer_1"": ""Scarborough"", ""answer_2"": ""22,135""}","answer_1: str = qa_model(""Into which town did the Pineground Bridge carry Depot Road?"")
answer_2: str = qa_model(""What is the population of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Scarborough"",
  ""answer_2"": ""22,135""
}
```","7,207",The population numbers provided are significantly different and do not fall within the allowed numeric tolerance.,"equivalent: 0
reasoning: The population numbers provided are significantly different and do not fall within the allowed numeric tolerance."
google-gemini-2-5-pro,hotpotqa,5a8235d25542995ce29dccda,What South Korean sitcom starred a South Korean singer and actress who began her music career at the age of 15?,The Producers,High Kick: Revenge of the Short Legged,The Producers,"[""Which South Korean singer and actress began her music career at the age of 15?"", ""What South Korean sitcom starred {answer_1}?""]","{""answer_1"": ""IU"", ""answer_2"": ""The Producers""}","answer_1: str = qa_model(""Which South Korean singer and actress began her music career at the age of 15?"")
answer_2: str = qa_model(""What South Korean sitcom starred {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""IU"",
  ""answer_2"": ""The Producers""
}
```",High Kick: Revenge of the Short Legged,The two answers refer to different sitcom titles.,"equivalent: 0
reasoning: The two answers refer to different sitcom titles."
google-gemini-2-5-pro,hotpotqa,5a83cf395542996488c2e4e0,"What musical genre was the song that, according to Annet Artani, inspired the Britney Spears song ""Everytime""?",Pop,Classical,R&B,"[""According to Annet Artani, what song inspired the Britney Spears song 'Everytime'?"", ""What is the musical genre of the song {answer_1}?""]","{""answer_1"": ""Leaving You"", ""answer_2"": ""Pop""}","answer_1: str = qa_model(""According to Annet Artani, what song inspired the Britney Spears song 'Everytime'?"")
answer_2: str = qa_model(""What is the musical genre of the song {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Leaving You"",
  ""answer_2"": ""Pop""
}
```","answer:
Classical","The answers state different musical genres (Pop vs Classical), which are distinct and contradictory.","equivalent: 0
reasoning: The answers state different musical genres (Pop vs Classical), which are distinct and contradictory."
google-gemini-2-5-pro,hotpotqa,5a8a698255429930ff3c0dcf,In what year was the company that co-developed and distributed the BlackBerry DTEK60 founded?,1981,1999,1984,"[""Which company co-developed and distributed the BlackBerry DTEK60?"", ""In what year was {answer_1} founded?""]","{""answer_1"": ""TCL Corporation"", ""answer_2"": ""1981""}","answer_1: str = qa_model(""Which company co-developed and distributed the BlackBerry DTEK60?"")
answer_2: str = qa_model(""In what year was {answer_1} founded?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""TCL Corporation"",
  ""answer_2"": ""1981""
}
```",1999,"The years provided, 1981 and 1999, are different and must match exactly for calendar dates/years.","equivalent: 0
reasoning: The years provided, 1981 and 1999, are different and must match exactly for calendar dates/years."
google-gemini-2-5-pro,hotpotqa,5a8e506d5542990e94052ac8,"The republic with the smallest population of all the members of the Council of Europe is one of few places in Europe where a species of beetle cannot be found, that wew originally described in 1809 by whom?",Carl Linnaeus,Thomas Say,Panzer,"[""Which member of the Council of Europe has the smallest population?"", ""What species of beetle cannot be found in {answer_1}?"", ""Who originally described the {answer_2} in 1809?""]","{""answer_1"": ""San Marino"", ""answer_2"": ""Brachinus crepitans"", ""answer_3"": ""Carl Linnaeus""}","answer_1: str = qa_model(""Which member of the Council of Europe has the smallest population?"")
answer_2: str = qa_model(""What species of beetle cannot be found in {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""Who originally described the {answer_2} in 1809?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""San Marino"",
  ""answer_2"": ""Brachinus crepitans"",
  ""answer_3"": ""Carl Linnaeus""
}
```",Thomas Say,"The answers provide different names for the person who described the species, leading to a contradiction.","equivalent: 0
reasoning: The answers provide different names for the person who described the species, leading to a contradiction."
google-gemini-2-5-pro,hotpotqa,5ab1c5cb554299722f9b4c61,Who represents the district that Gawthorpe is in?,Imran Ahmad Khan,Antony Higginbotham,Julie Cooper,"[""In which district is Gawthorpe located?"", ""Who represents the {answer_1} district?""]","{""answer_1"": ""Wakefield"", ""answer_2"": ""Imran Ahmad Khan""}","answer_1: str = qa_model(""In which district is Gawthorpe located?"")
answer_2: str = qa_model(""Who represents the {answer_1} district?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Wakefield"",
  ""answer_2"": ""Imran Ahmad Khan""
}
```",Antony Higginbotham,"The answers provide different names for the representative, which are distinct individuals. Imran Ahmad Khan was a former MP for Wakefield (where Gawthorpe is located), while Antony Higginbotham is the MP for Burnley.","equivalent: 0
reasoning: The answers provide different names for the representative, which are distinct individuals. Imran Ahmad Khan was a former MP for Wakefield (where Gawthorpe is located), while Antony Higginbotham is the MP for Burnley."
google-gemini-2-5-pro,hotpotqa,5ab30bbb55429976abd1bc39,"Prince William, Duke of Gloucester and Prince George of Denmark, were eventually monarchs of which Kingdom?",Kingdom of Great Britain,Neither became a monarch,Great Britain,"[""Who was the wife of Prince George of Denmark and mother of Prince William, Duke of Gloucester?"", ""Which kingdom was {answer_1} the monarch of?""]","{""answer_1"": ""Queen Anne"", ""answer_2"": ""Kingdom of Great Britain""}","answer_1: str = qa_model(""Who was the wife of Prince George of Denmark and mother of Prince William, Duke of Gloucester?"")
answer_2: str = qa_model(""Which kingdom was {answer_1} the monarch of?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Queen Anne"",
  ""answer_2"": ""Kingdom of Great Britain""
}
```",Neither became a monarch,"Answer A claims they became monarchs of the Kingdom of Great Britain, which is incorrect. Answer B correctly states that neither became a monarch, directly contradicting Answer A.","equivalent: 0
reasoning: Answer A claims they became monarchs of the Kingdom of Great Britain, which is incorrect. Answer B correctly states that neither became a monarch, directly contradicting Answer A."
google-gemini-2-5-pro,hotpotqa,5ab433675542991751b4d6e6,Where does Lance Stephenson of the Indiana Pacers basketball team play his home games?,Liaoning Gymnasium,Bankers Life Fieldhouse,Bankers Life Fieldhouse,"[""What basketball team does Lance Stephenson play for?"", ""Where does the {answer_1} play their home games?""]","{""answer_1"": ""Liaoning Flying Leopards"", ""answer_2"": ""Liaoning Gymnasium""}","answer_1: str = qa_model(""What basketball team does Lance Stephenson play for?"")
answer_2: str = qa_model(""Where does the {answer_1} play their home games?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Liaoning Flying Leopards"",
  ""answer_2"": ""Liaoning Gymnasium""
}
```","answer:
Bankers Life Fieldhouse","The answers provide different venues for the home games, Liaoning Gymnasium vs. Bankers Life Fieldhouse, which are distinct locations.","equivalent: 0
reasoning: The answers provide different venues for the home games, Liaoning Gymnasium vs. Bankers Life Fieldhouse, which are distinct locations."
google-gemini-2-5-pro,hotpotqa,5ab54b5c5542992aa134a298,What was the event that Afghanistan competed in for the first time in 2017 officially known as?,Invictus Games Toronto 2017,2017 Bandy World Championship,the 23rd Summer Deaflympics,"[""What event did Afghanistan compete in for the first time in 2017?"", ""What was {answer_1} officially known as?""]","{""answer_1"": ""Invictus Games"", ""answer_2"": ""Invictus Games Toronto 2017""}","answer_1: str = qa_model(""What event did Afghanistan compete in for the first time in 2017?"")
answer_2: str = qa_model(""What was {answer_1} officially known as?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Invictus Games"",
  ""answer_2"": ""Invictus Games Toronto 2017""
}
```",2017 Bandy World Championship,The two answers refer to completely different events.,"equivalent: 0
reasoning: The two answers refer to completely different events."
