model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response
google-gemini-2-5-pro,hotpotqa,5add67b05542995b365fab2a,What nationality was a  historical drama film directed by?,American,Unspecified,Argentine,"[""What is an example of a historical drama film?"", ""Who directed the film {answer_1}?"", ""What is the nationality of {answer_2}?""]","{""answer_1"": ""Schindler's List"", ""answer_2"": ""Steven Spielberg"", ""answer_3"": ""American""}","answer_1: str = qa_model(""What is an example of a historical drama film?"")
answer_2: str = qa_model(""Who directed the film {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the nationality of {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Schindler's List"",
  ""answer_2"": ""Steven Spielberg"",
  ""answer_3"": ""American""
}
```",Unspecified,"Answer A provides a specific nationality, while Answer B states that the nationality is unspecified, which is a direct contradiction.","equivalent: 0
reasoning: Answer A provides a specific nationality, while Answer B states that the nationality is unspecified, which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ade8f5e55429975fa854f11,"What is the name of the movie in which Edwin Brown plays a man that executed at least 400 people, including William Joyce and John Amery?",Let Him Have It,10 Rillington Place,10 Rillington Place,"[""Who executed William Joyce and John Amery?"", ""In which movie did Edwin Brown play {answer_1}?""]","{""answer_1"": ""Albert Pierrepoint"", ""answer_2"": ""Let Him Have It""}","answer_1: str = qa_model(""Who executed William Joyce and John Amery?"")
answer_2: str = qa_model(""In which movie did Edwin Brown play {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Albert Pierrepoint"",
  ""answer_2"": ""Let Him Have It""
}
```","answer:
10 Rillington Place","The two answers refer to different movies. ""Let Him Have It"" is a different film from ""10 Rillington Place"".","equivalent: 0
reasoning: The two answers refer to different movies. ""Let Him Have It"" is a different film from ""10 Rillington Place""."
google-gemini-2-5-pro,hotpotqa,5ae0fa8b5542997b2ef7d0c6,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?",Ivy Hall,Pink Palace,Lullwater Estate,"[""Who was the 41st Mayor of Atlanta, Georgia?"", ""What is the name of the Atlanta Mansion built for the daughter of {answer_1}?"", ""What is the current name of {answer_2}?""]","{""answer_1"": ""Edward C. Peters"", ""answer_2"": ""Edward C. Peters House"", ""answer_3"": ""Ivy Hall""}","answer_1: str = qa_model(""Who was the 41st Mayor of Atlanta, Georgia?"")
answer_2: str = qa_model(""What is the name of the Atlanta Mansion built for the daughter of {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the current name of {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Edward C. Peters"",
  ""answer_2"": ""Edward C. Peters House"",
  ""answer_3"": ""Ivy Hall""
}
```",Pink Palace,"The two answers provide different names for the mansion, which is a direct contradiction.","equivalent: 0
reasoning: The two answers provide different names for the mansion, which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ae2e27155429928c423952a,What is the length of the River which has Wild Horse Creek as a tributary ?,369 km,"3,767 km",375 mi long,"[""Which river is Wild Horse Creek a tributary of?"", ""What is the length of the {answer_1}?""]","{""answer_1"": ""Meramec River"", ""answer_2"": ""369 km""}","answer_1: str = qa_model(""Which river is Wild Horse Creek a tributary of?"")
answer_2: str = qa_model(""What is the length of the {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Meramec River"",
  ""answer_2"": ""369 km""
}
```","3,767 km","The numerical values for the length are significantly different (369 km vs 3,767 km), exceeding the allowed tolerance for numeric expressions.","equivalent: 0
reasoning: The numerical values for the length are significantly different (369 km vs 3,767 km), exceeding the allowed tolerance for numeric expressions."
google-gemini-2-5-pro,hotpotqa,5ae546be5542990ba0bbb251,Which Lightweight division mixed martial artist founded the American Combat Association?,Lightweight,Jens Pulver,Kamal Shalorus,"[""Who founded the American Combat Association?"", ""In which weight division does the mixed martial artist {answer_1} compete?""]","{""answer_1"": ""Adrian Serrano"", ""answer_2"": ""Lightweight""}","answer_1: str = qa_model(""Who founded the American Combat Association?"")
answer_2: str = qa_model(""In which weight division does the mixed martial artist {answer_1} compete?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Adrian Serrano"",
  ""answer_2"": ""Lightweight""
}
```",Jens Pulver,"Answer A provides a weight division, not the name of a mixed martial artist, while Answer B provides a name. They are not equivalent.","equivalent: 0
reasoning: Answer A provides a weight division, not the name of a mixed martial artist, while Answer B provides a name. They are not equivalent."
google-gemini-2-5-pro,hotpotqa,5ae732685542991e8301cbc3,Zimbabwe's Guwe Secondary School has a sister school in what New York cunty?,Westchester County,Saratoga County,Nassau County,"[""What is the sister school of Zimbabwe's Guwe Secondary School in New York?"", ""In what New York county is {answer_1} located?""]","{""answer_1"": ""Scarsdale High School"", ""answer_2"": ""Westchester County""}","answer_1: str = qa_model(""What is the sister school of Zimbabwe's Guwe Secondary School in New York?"")
answer_2: str = qa_model(""In what New York county is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Scarsdale High School"",
  ""answer_2"": ""Westchester County""
}
```",Saratoga County,"The answers name different, distinct counties (Westchester vs Saratoga), which is a direct contradiction.","equivalent: 0
reasoning: The answers name different, distinct counties (Westchester vs Saratoga), which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ae78ec5554299540e5a5605,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,Rockland County,Ulster County,Ulster County,"[""In which village was the album 'Guitars for Wounded Warriors' recorded?"", ""In which New York county is {answer_1} located?""]","{""answer_1"": ""Piermont"", ""answer_2"": ""Rockland County""}","answer_1: str = qa_model(""In which village was the album 'Guitars for Wounded Warriors' recorded?"")
answer_2: str = qa_model(""In which New York county is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Piermont"",
  ""answer_2"": ""Rockland County""
}
```",Ulster County,"The answers provide different, contradictory county names.","equivalent: 0
reasoning: The answers provide different, contradictory county names."
google-gemini-2-5-pro,hotpotqa,5ae7a9c8554299540e5a5631,What event at the Asian Junior Athletics Championships has men and women competing at the same time?,4 × 400 metres relay,Mixed 4 × 400 metres relay,3000 metres steeplechase,"[""What is the term for an event where men and women compete at the same time?"", ""What {answer_1} is held at the Asian Junior Athletics Championships?""]","{""answer_1"": ""mixed event"", ""answer_2"": ""4 \u00d7 400 metres relay""}","answer_1: str = qa_model(""What is the term for an event where men and women compete at the same time?"")
answer_2: str = qa_model(""What {answer_1} is held at the Asian Junior Athletics Championships?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""mixed event"",
  ""answer_2"": ""4 × 400 metres relay""
}
```","answer:
Mixed 4 × 400 metres relay","Answer A refers to a general relay event, which is typically single-sex, while the question specifically asks for an event where men and women compete together. Answer B, by including ""Mixed"", correctly identifies the specific event that fits the question's criteria.","equivalent: 0
reasoning: Answer A refers to a general relay event, which is typically single-sex, while the question specifically asks for an event where men and women compete together. Answer B, by including ""Mixed"", correctly identifies the specific event that fits the question's criteria."
google-gemini-2-5-flash,hotpotqa,5a846f395542990548d0b2b8,What actor portrayed a character in a television series about a fictional race of superhumans appearing in American comic books published by Marvel Comics?,Anson Mount,Dan Stevens,"Kenneth ""Ken"" Leung","[""What is a television series about a fictional race of superhumans from Marvel Comics?"", ""Who is a character in the television series '{answer_1}'?"", ""What actor portrayed the character {answer_2} in the television series '{answer_1}'?""]","{""answer_1"": ""Inhumans"", ""answer_2"": ""Black Bolt"", ""answer_3"": ""Anson Mount""}","answer_1: str = qa_model(""What is a television series about a fictional race of superhumans from Marvel Comics?"")
answer_2: str = qa_model(""Who is a character in the television series '{answer_1}'?"", answer_1=answer_1)
answer_3: str = qa_model(""What actor portrayed the character {answer_2} in the television series '{answer_1}'?"", answer_1=answer_1, answer_2=answer_2)","```json
{
  ""answer_1"": ""Inhumans"",
  ""answer_2"": ""Black Bolt"",
  ""answer_3"": ""Anson Mount""
}
```",Dan Stevens,The answers provide the names of two different actors.,"equivalent: 0
reasoning: The answers provide the names of two different actors."
google-gemini-2-5-flash,hotpotqa,5ae0925e55429945ae9593c9,"The 2005 documentary ""The Aristocrats"" was dedicated to a comedian that received how many Emmy Awards?",6,4,six,"[""Who was the 2005 documentary 'The Aristocrats' dedicated to?"", ""How many Emmy Awards did {answer_1} receive?""]","{""answer_1"": ""Johnny Carson"", ""answer_2"": ""6""}","answer_1: str = qa_model(""Who was the 2005 documentary 'The Aristocrats' dedicated to?"")
answer_2: str = qa_model(""How many Emmy Awards did {answer_1} receive?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Johnny Carson"",
  ""answer_2"": ""6""
}
```",4,"The answers provide different numbers (6 vs 4), which is a direct contradiction.","equivalent: 0
reasoning: The answers provide different numbers (6 vs 4), which is a direct contradiction."
google-gemini-2-5-flash,hotpotqa,5a74a3bd55429979e28829da,Who invented the type of script used in autographs?,Niccolò Niccoli,"No single individual invented the type of script used in autographs, as it evolved from various",the Sumerians,"[""What type of script is used in autographs?"", ""Who invented {answer_1}?""]","{""answer_1"": ""Cursive script"", ""answer_2"": ""Niccol\u00f2 Niccoli""}","answer_1: str = qa_model(""What type of script is used in autographs?"")
answer_2: str = qa_model(""Who invented {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Cursive script"",
  ""answer_2"": ""Niccolò Niccoli""
}
```","No single individual invented the type of script used in autographs, as it evolved from various","The answers are contradictory. Answer A names a specific inventor, while Answer B states that no single individual invented the script.","equivalent: 0
reasoning: The answers are contradictory. Answer A names a specific inventor, while Answer B states that no single individual invented the script."
google-gemini-2-5-flash,hotpotqa,5adc1309554299438c868d3b,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",ABC,Fox,Fox,"[""What TV show is the episode 'Human Error' the season finale of the third season of?"", ""What network did the TV show {answer_1} air on?""]","{""answer_1"": ""The Good Doctor"", ""answer_2"": ""ABC""}","answer_1: str = qa_model(""What TV show is the episode 'Human Error' the season finale of the third season of?"")
answer_2: str = qa_model(""What network did the TV show {answer_1} air on?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Good Doctor"",
  ""answer_2"": ""ABC""
}
```",Fox,"The answers provide two different and contradictory television networks, ABC and Fox.","equivalent: 0
reasoning: The answers provide two different and contradictory television networks, ABC and Fox."
google-gemini-2-5-flash,hotpotqa,5ab3dad4554299753aec59cb,"Hot Coffee, Mississippi sometimes shares a zipcode with a nearby city with what population at the 2010 census?",259,"2,581","2,586","[""What nearby city shares a zipcode with Hot Coffee, Mississippi?"", ""What was the population of {answer_1} at the 2010 census?""]","{""answer_1"": ""Bassfield"", ""answer_2"": ""259""}","answer_1: str = qa_model(""What nearby city shares a zipcode with Hot Coffee, Mississippi?"")
answer_2: str = qa_model(""What was the population of {answer_1} at the 2010 census?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Bassfield"",
  ""answer_2"": ""259""
}
```","2,581","The two answers provide different population numbers (259 vs 2,581), which is a numerical contradiction.","equivalent: 0
reasoning: The two answers provide different population numbers (259 vs 2,581), which is a numerical contradiction."
google-gemini-2-5-flash,hotpotqa,5ae546be5542990ba0bbb251,Which Lightweight division mixed martial artist founded the American Combat Association?,Light Heavyweight,Justin Gaethje,Kamal Shalorus,"[""Who founded the American Combat Association?"", ""In which weight division does the mixed martial artist {answer_1} compete?""]","{""answer_1"": ""Anthony Johnson"", ""answer_2"": ""Light Heavyweight""}","answer_1: str = qa_model(""Who founded the American Combat Association?"")
answer_2: str = qa_model(""In which weight division does the mixed martial artist {answer_1} compete?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Anthony Johnson"",
  ""answer_2"": ""Light Heavyweight""
}
```","answer:
Justin Gaethje","The answers provide different types of information. Answer A is a weight class, while Answer B is a person's name.","equivalent: 0
reasoning: The answers provide different types of information. Answer A is a weight class, while Answer B is a person's name."
google-gemini-2-5-flash,hotpotqa,5ae6053c55429929b0807a60,What is the historical name of the acid that dissolves phenazine?,Oil of vitriol,Muriatic acid,oil of vitriol,"[""Which acid dissolves phenazine?"", ""What is the historical name of {answer_1}?""]","{""answer_1"": ""Sulfuric acid"", ""answer_2"": ""Oil of vitriol""}","answer_1: str = qa_model(""Which acid dissolves phenazine?"")
answer_2: str = qa_model(""What is the historical name of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Sulfuric acid"",
  ""answer_2"": ""Oil of vitriol""
}
```",Muriatic acid,"The answers provide two different historical names for acids. ""Oil of vitriol"" is the historical name for sulfuric acid, while ""Muriatic acid"" is the historical name for hydrochloric acid. These are different substances, which is a contradiction.","equivalent: 0
reasoning: The answers provide two different historical names for acids. ""Oil of vitriol"" is the historical name for sulfuric acid, while ""Muriatic acid"" is the historical name for hydrochloric acid. These are different substances, which is a contradiction."
google-gemini-2-5-flash,hotpotqa,5ae27edc5542992decbdcd2d,Jake David Shapiro was best know for being the screenwriter of a film directed by who?,Theodore Melfi,Jon Turteltaub,Roger Christian,"[""What film is Jake David Shapiro best known for being the screenwriter of?"", ""Who directed the film {answer_1}?""]","{""answer_1"": ""The Starling"", ""answer_2"": ""Theodore Melfi""}","answer_1: str = qa_model(""What film is Jake David Shapiro best known for being the screenwriter of?"")
answer_2: str = qa_model(""Who directed the film {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Starling"",
  ""answer_2"": ""Theodore Melfi""
}
```",Jon Turteltaub,"The answers provide two different names for the director, which is a direct contradiction.","equivalent: 0
reasoning: The answers provide two different names for the director, which is a direct contradiction."
google-gemini-2-5-flash,hotpotqa,5adf9e7e5542992d7e9f93be,Were Eatza Pizza and Your Pie founded in the same state?,Yes,No,no,"[""In which state was Eatza Pizza founded?"", ""Was Your Pie founded in {answer_1}?""]","{""answer_1"": ""Georgia"", ""answer_2"": ""Yes""}","answer_1: str = qa_model(""In which state was Eatza Pizza founded?"")
answer_2: str = qa_model(""Was Your Pie founded in {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Georgia"",
  ""answer_2"": ""Yes""
}
```",No,"The answers are a direct contradiction (""Yes"" vs ""No"").","equivalent: 0
reasoning: The answers are a direct contradiction (""Yes"" vs ""No"")."
google-gemini-2-5-flash,hotpotqa,5abd40585542993062266c3e,West Ridge and the ridge that has IndependenceAvenue/Liberation Avenue as its eastern boundary are separated by what road? ,Ring Road Central,Castle Road,Castle Road,"[""Which ridge has Independence Avenue/Liberation Avenue as its eastern boundary?"", ""What road separates West Ridge and {answer_1}?""]","{""answer_1"": ""Asylum Down"", ""answer_2"": ""Ring Road Central""}","answer_1: str = qa_model(""Which ridge has Independence Avenue/Liberation Avenue as its eastern boundary?"")
answer_2: str = qa_model(""What road separates West Ridge and {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Asylum Down"",
  ""answer_2"": ""Ring Road Central""
}
```",Castle Road,"The answers provide two different and contradictory road names, ""Ring Road Central"" and ""Castle Road"".","equivalent: 0
reasoning: The answers provide two different and contradictory road names, ""Ring Road Central"" and ""Castle Road""."
google-gemini-2-5-flash,hotpotqa,5a84dd955542997b5ce3ff79,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",dihydrogen monoxide; oxidane,Alcohol; Ethanol,alcohol,"[""What chemical is Cadmium Chloride slightly soluble in?"", ""What is {answer_1} also called?""]","{""answer_1"": ""water"", ""answer_2"": ""dihydrogen monoxide; oxidane""}","answer_1: str = qa_model(""What chemical is Cadmium Chloride slightly soluble in?"")
answer_2: str = qa_model(""What is {answer_1} also called?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""water"",
  ""answer_2"": ""dihydrogen monoxide; oxidane""
}
```",Alcohol; Ethanol,"The answers name different chemical compounds. Answer A names water (dihydrogen monoxide, oxidane), while Answer B names alcohol/ethanol.","equivalent: 0
reasoning: The answers name different chemical compounds. Answer A names water (dihydrogen monoxide, oxidane), while Answer B names alcohol/ethanol."
google-gemini-2-5-flash,hotpotqa,5a804fc45542992bc0c4a6f0,Close to the Enemy starred the English actor known as Ash Morgan in what BBC series?,Waterloo Road,The Missing,Hustle,"[""Which English actor is known for playing Ash Morgan?"", ""In what BBC series did {answer_1} play Ash Morgan?""]","{""answer_1"": ""Thomas James Longley"", ""answer_2"": ""Waterloo Road""}","answer_1: str = qa_model(""Which English actor is known for playing Ash Morgan?"")
answer_2: str = qa_model(""In what BBC series did {answer_1} play Ash Morgan?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Thomas James Longley"",
  ""answer_2"": ""Waterloo Road""
}
```",The Missing,"The answers provide two different and distinct television series titles, which is a contradiction.","equivalent: 0
reasoning: The answers provide two different and distinct television series titles, which is a contradiction."
google-gemini-2-5-flash,hotpotqa,5ac13d745542991316484a91,What comic book published the female superhero created by J. H. Williams III?,DC Comics,Batwoman,DC Comics,"[""Which female superhero was created by J. H. Williams III?"", ""What comic book published {answer_1}?""]","{""answer_1"": ""Batwoman"", ""answer_2"": ""DC Comics""}","answer_1: str = qa_model(""Which female superhero was created by J. H. Williams III?"")
answer_2: str = qa_model(""What comic book published {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Batwoman"",
  ""answer_2"": ""DC Comics""
}
```","answer:
Batwoman","Answer A names the comic book publisher, which is what the question asks for. Answer B names the superhero character.","equivalent: 0
reasoning: Answer A names the comic book publisher, which is what the question asks for. Answer B names the superhero character."
google-gemini-2-5-flash,hotpotqa,5ae0d91e55429924de1b7198,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",1990,2006,2006,"[""Who was the four-time Academy Award nominee who starred in the 1988 film 'The Great Outdoors'?"", ""In what year did {answer_1} receive a star on the Hollywood Walk of Fame?""]","{""answer_1"": ""Dan Aykroyd"", ""answer_2"": ""1990""}","answer_1: str = qa_model(""Who was the four-time Academy Award nominee who starred in the 1988 film 'The Great Outdoors'?"")
answer_2: str = qa_model(""In what year did {answer_1} receive a star on the Hollywood Walk of Fame?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Dan Aykroyd"",
  ""answer_2"": ""1990""
}
```",2006,"The answers provide two different years, which is a direct contradiction.","equivalent: 0
reasoning: The answers provide two different years, which is a direct contradiction."
google-gemini-2-5-flash,hotpotqa,5a7d90195542991319bc93cf,The axial turbojet Pirna 014 was designed by engineers from this German aircraft and aircraft engine manufacturer based in which city?,Dresden,Pirna,Dessau,"[""Which German aircraft and aircraft engine manufacturer designed the Pirna 014?"", ""In which city is {answer_1} based?""]","{""answer_1"": ""VEB Industriewerke Dresden"", ""answer_2"": ""Dresden""}","answer_1: str = qa_model(""Which German aircraft and aircraft engine manufacturer designed the Pirna 014?"")
answer_2: str = qa_model(""In which city is {answer_1} based?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""VEB Industriewerke Dresden"",
  ""answer_2"": ""Dresden""
}
```",Pirna,"The answers provide two different, contradictory city names: Dresden vs. Pirna.","equivalent: 0
reasoning: The answers provide two different, contradictory city names: Dresden vs. Pirna."
google-gemini-2-5-flash,hotpotqa,5a7e36045542991319bc9440,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",Neither; they both won 0,They both won one Grand Slam title.,Jonathan Stark,"[""How many Grand Slam titles did Henri Leconte win?"", ""How many Grand Slam titles did Jonathan Stark win?"", ""Which tennis player won more Grand Slam titles, Henri Leconte who won {answer_1} or Jonathan Stark who won {answer_2}?""]","{""answer_1"": ""0"", ""answer_2"": ""0"", ""answer_3"": ""Neither; they both won 0""}","answer_1: str = qa_model(""How many Grand Slam titles did Henri Leconte win?"")
answer_2: str = qa_model(""How many Grand Slam titles did Jonathan Stark win?"")
answer_3: str = qa_model(""Which tennis player won more Grand Slam titles, Henri Leconte who won {answer_1} or Jonathan Stark who won {answer_2}?"", answer_1=answer_1, answer_2=answer_2)","```json
{
  ""answer_1"": ""0"",
  ""answer_2"": ""0"",
  ""answer_3"": ""Neither; they both won 0""
}
```",They both won one Grand Slam title.,"The answers contradict each other on the number of Grand Slam titles won. Answer A states they both won 0, while Answer B states they both won one.","equivalent: 0
reasoning: The answers contradict each other on the number of Grand Slam titles won. Answer A states they both won 0, while Answer B states they both won one."
google-gemini-2-5-flash,hotpotqa,5a76059155429976ec32bce6,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?",They are the same size,La Plaza Mall,La Plaza Mall,"[""What is the size of Mall del Norte?"", ""What is the size of La Plaza Mall?"", ""Which is larger, Mall del Norte at {answer_1} or La Plaza Mall at {answer_2}?""]","{""answer_1"": ""1,200,000 sq ft"", ""answer_2"": ""1,200,000 sq ft"", ""answer_3"": ""They are the same size""}","answer_1: str = qa_model(""What is the size of Mall del Norte?"")
answer_2: str = qa_model(""What is the size of La Plaza Mall?"")
answer_3: str = qa_model(""Which is larger, Mall del Norte at {answer_1} or La Plaza Mall at {answer_2}?"", answer_1=answer_1, answer_2=answer_2)","```json
{
  ""answer_1"": ""1,200,000 sq ft"",
  ""answer_2"": ""1,200,000 sq ft"",
  ""answer_3"": ""They are the same size""
}
```",La Plaza Mall,"The answers contradict each other. Answer A states the malls are the same size, while Answer B states that La Plaza Mall is the largest.","equivalent: 0
reasoning: The answers contradict each other. Answer A states the malls are the same size, while Answer B states that La Plaza Mall is the largest."
google-gemini-2-5-flash,hotpotqa,5ac1f7f355429964131be2ae,What does the Hacker-Pschorr Brewery have to limit in order to comply with German regulations?,Water; Barley; Hops; Yeast,ingredients,ingredients in beer,"[""What German regulation must the Hacker-Pschorr Brewery comply with?"", ""What does the {answer_1} limit the ingredients of beer to?""]","{""answer_1"": ""Reinheitsgebot"", ""answer_2"": ""Water; Barley; Hops; Yeast""}","answer_1: str = qa_model(""What German regulation must the Hacker-Pschorr Brewery comply with?"")
answer_2: str = qa_model(""What does the {answer_1} limit the ingredients of beer to?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Reinheitsgebot"",
  ""answer_2"": ""Water; Barley; Hops; Yeast""
}
```",ingredients,"The answers are not equivalent. Answer A provides the specific list of ingredients (Water, Barley, Hops, Yeast) that are limited by German regulations, which is the core fact. Answer B provides only the general category ""ingredients"", which is too vague and lacks the specific information conveyed in Answer A.","equivalent: 0
reasoning: The answers are not equivalent. Answer A provides the specific list of ingredients (Water, Barley, Hops, Yeast) that are limited by German regulations, which is the core fact. Answer B provides only the general category ""ingredients"", which is too vague and lacks the specific information conveyed in Answer A."
google-gemini-2-5-flash,hotpotqa,5ab54b5c5542992aa134a298,What was the event that Afghanistan competed in for the first time in 2017 officially known as?,ICC Cricket World Cup Qualifier,Asian Indoor and Martial Arts Games,the 23rd Summer Deaflympics,"[""What event did Afghanistan compete in for the first time in 2017?"", ""What was {answer_1} officially known as?""]","{""answer_1"": ""Cricket World Cup Qualifier"", ""answer_2"": ""ICC Cricket World Cup Qualifier""}","answer_1: str = qa_model(""What event did Afghanistan compete in for the first time in 2017?"")
answer_2: str = qa_model(""What was {answer_1} officially known as?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Cricket World Cup Qualifier"",
  ""answer_2"": ""ICC Cricket World Cup Qualifier""
}
```",Asian Indoor and Martial Arts Games,The answers provide two different and contradictory names for the event.,"equivalent: 0
reasoning: The answers provide two different and contradictory names for the event."
google-gemini-2-5-flash,hotpotqa,5adf44985542993a75d2646d,Which genus of moth in the world's seventh-largest country contains only one species?,Apatelodes,*Eupterote*,Crambidae,"[""What is the world's seventh-largest country?"", ""Which genus of moth in {answer_1} contains only one species?""]","{""answer_1"": ""India"", ""answer_2"": ""Apatelodes""}","answer_1: str = qa_model(""What is the world's seventh-largest country?"")
answer_2: str = qa_model(""Which genus of moth in {answer_1} contains only one species?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""India"",
  ""answer_2"": ""Apatelodes""
}
```",*Eupterote*,"The answers provide two different, mutually exclusive moth genera.","equivalent: 0
reasoning: The answers provide two different, mutually exclusive moth genera."
google-gemini-2-5-flash,hotpotqa,5addfe6c5542997dc790710e,"In what year was the creator of the current arrangement of the ""Simpson's Theme"" born?",1953,1941,"March 28, 1941","[""Who created the current arrangement of the 'Simpson's Theme'?"", ""In what year was {answer_1} born?""]","{""answer_1"": ""Danny Elfman"", ""answer_2"": ""1953""}","answer_1: str = qa_model(""Who created the current arrangement of the 'Simpson\'s Theme'?"")
answer_2: str = qa_model(""In what year was {answer_1} born?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Danny Elfman"",
  ""answer_2"": ""1953""
}
```",1941,"The answers provide two different years (1953 vs 1941), which is a direct contradiction. According to the rules, years must match exactly.","equivalent: 0
reasoning: The answers provide two different years (1953 vs 1941), which is a direct contradiction. According to the rules, years must match exactly."
google-gemini-2-5-flash,hotpotqa,5a8a698255429930ff3c0dcf,In what year was the company that co-developed and distributed the BlackBerry DTEK60 founded?,2004,1981,1984,"[""Which company co-developed and distributed the BlackBerry DTEK60?"", ""In what year was {answer_1} founded?""]","{""answer_1"": ""TCL Communication"", ""answer_2"": ""2004""}","answer_1: str = qa_model(""Which company co-developed and distributed the BlackBerry DTEK60?"")
answer_2: str = qa_model(""In what year was {answer_1} founded?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""TCL Communication"",
  ""answer_2"": ""2004""
}
```",1981,"The answers provide two different years, 2004 and 1981, which is a contradiction. Years must match exactly.","equivalent: 0
reasoning: The answers provide two different years, 2004 and 1981, which is a contradiction. Years must match exactly."
google-gemini-2-5-flash,hotpotqa,5ae78ec5554299540e5a5605,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,Ulster County,The album was not recorded in a village in a New York county. It was recorded at The,Ulster County,"[""In which village was the album 'Guitars for Wounded Warriors' recorded?"", ""In which New York county is {answer_1} located?""]","{""answer_1"": ""Bearsville"", ""answer_2"": ""Ulster County""}","answer_1: str = qa_model(""In which village was the album 'Guitars for Wounded Warriors' recorded?"")
answer_2: str = qa_model(""In which New York county is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Bearsville"",
  ""answer_2"": ""Ulster County""
}
```",The album was not recorded in a village in a New York county. It was recorded at The,"The answers are contradictory. Answer A states the album was recorded in Ulster County, while Answer B states it was not recorded in a New York county.","equivalent: 0
reasoning: The answers are contradictory. Answer A states the album was recorded in Ulster County, while Answer B states it was not recorded in a New York county."
google-gemini-2-5-flash,hotpotqa,5a84918e5542990548d0b2cf,"What book contains a poem which, along with ""Beowulf"" and the ""Anglo-Saxon Chronicle"", preserves a legendary list of the kings of the Angles?",Exeter Book,Widsith,Exeter Book,"[""What poem, along with 'Beowulf' and the 'Anglo-Saxon Chronicle', preserves a legendary list of the kings of the Angles?"", ""What book contains the poem '{answer_1}'?""]","{""answer_1"": ""Widsith"", ""answer_2"": ""Exeter Book""}","answer_1: str = qa_model(""What poem, along with 'Beowulf' and the 'Anglo-Saxon Chronicle', preserves a legendary list of the kings of the Angles?"")
answer_2: str = qa_model(""What book contains the poem '{answer_1}'?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Widsith"",
  ""answer_2"": ""Exeter Book""
}
```",Widsith,"The answers refer to different entities. The question asks for the book that contains the poem. ""Exeter Book"" is the book, while ""Widsith"" is the poem itself.","equivalent: 0
reasoning: The answers refer to different entities. The question asks for the book that contains the poem. ""Exeter Book"" is the book, while ""Widsith"" is the poem itself."
