dataset	model_slug	id	time_sensitive_hint	open_assistive_exact_match	question	gold_answer	open_answer	assistive_answer	open_correctness_reasoning	consistency_equivalent	consistency_reasoning	consistency_raw	open_raw	assistive_raw	manual_label	manual_notes
mintaka	google-gemini-2-5-pro	6613db77	0	1	How many Supreme Court Justices were nominated by the president, the most in history?	14	11	11	The gold answer is 14, and the prediction is 11. The absolute difference is 3, which is outside the allowed numerical tolerance of max(0.5, 1% of 14 = 0.14) = 0.5.	1	Both answers are identical and state the same number.	equivalent: 1\nreasoning: Both answers are identical and state the same number.	answer:\n11	"```json\n{\n  ""answer_1"": ""George Washington"",\n  ""answer_2"": ""11""\n}\n```"	ambiguous_definition(nominations_vs_confirmed)	Gold 14 vs frontier 11 may reflect counting nominations (including unsuccessful/declined) vs counting confirmed appointments.
crag	google-gemini-2-5-pro	280d60d1-f2be-4895-ae73-29461c8f1b35	1	1	who is the starting small forward for the team that is currently number one in the nba's eastern conference?	jayson tatum is the starting small forward for the boston celtics, currently the number one in the nba's eastern conference.	Jimmy Butler	Jimmy Butler	The gold answer identifies Jayson Tatum as the starting small forward, while the prediction states Jimmy Butler. These are different individuals, making the prediction incorrect.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	Jimmy Butler	"```json\n{\n  ""intermediate_answers"": {\n    ""answer_1"": ""Miami Heat"",\n    ""answer_2"": ""Jimmy Butler""\n  }\n}\n```"	time_dependent	Time-relative phrasing ('currently'); gold likely tied to a specific snapshot.
hotpotqa	google-gemini-2-5-pro	5a72a00d5542991f9a20c53c	0	1	Who developed the prototype pacemaker used by the 34th President of the USA?	R Adams Cowley	Wilson Greatbatch	Wilson Greatbatch	The gold answer 'R Adams Cowley' and the prediction 'Wilson Greatbatch' are two different individuals. The prediction contradicts the gold answer regarding who developed the prototype pacemaker.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	Wilson Greatbatch	"```json\n{\n  ""answer_1"": ""Dwight D. Eisenhower"",\n  ""answer_2"": ""Wilson Greatbatch""\n}\n```"	possible_gold_error_or_ambiguity	Frontier open-ended answers agree (2/3) on 'Wilson Greatbatch' vs gold; could be gold error/ambiguity or shared model misconception.
mintaka	google-gemini-2-5-pro	7e554842	0	1	How long did the longest serving mayor serve in New York?	11 years (1934–1945)	12 years	12 years	The gold answer states '11 years' while the prediction states '12 years'. The difference of 1 year is outside the allowed numeric tolerance of max(0.5, 1% of 11) = 0.5.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\n12 years	"```json\n{\n  ""answer_1"": ""Fiorello La Guardia"",\n  ""answer_2"": ""12 years""\n}\n```"	numeric_counting_convention	La Guardia served 1934–1945; models answer 12 years while gold says 11, likely due to inclusive/exclusive counting.
crag	google-gemini-2-5-pro	b87aa578-d977-40f3-b96d-8ebba8aa3910	0	1	who was the player of the year in the premier league last season?	erling haaland, who plays for manchester city, was the player of the year in the premier league last season.	Kevin De Bruyne	Kevin De Bruyne	The prediction names 'Kevin De Bruyne' as the player of the year, which contradicts the gold answer 'Erling Haaland'.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nKevin De Bruyne	"```json\n{\n  ""answer_1"": ""2021–22"",\n  ""answer_2"": ""Kevin De Bruyne""\n}\n```"	time_dependent	Premier League season awards vary each year; gold and models correspond to different seasons or award definitions.
hotpotqa	google-gemini-2-5-pro	5adfedb755429942ec259b95	0	1	Emprise Bank has branches in a city situated along what river?	Neosho River	Arkansas River	Arkansas River	The prediction names 'Arkansas River' which is a different river than the 'Neosho River' provided in the gold answer, leading to a contradiction.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nArkansas River	"```json\n{\n  ""answer_1"": ""Wichita"",\n  ""answer_2"": ""Arkansas River""\n}\n```"	ambiguous_entity_mapping	Likely the city is Wichita, KS (on the Arkansas River), but the question does not name the city; gold says Neosho River while models say Arkansas River.
mintaka	google-gemini-2-5-pro	6f62ab02	1	1	How old is the current manager of the New York Mets?	40	66	66	The prediction '66' is numerically different from the gold answer '40'. For naturally drifting values like age, the difference (26) is far outside the allowed 1-5.5 percentage-point window (26/66 = 39.39% difference).	1	Both answers provide the exact same numerical value.	equivalent: 1\nreasoning: Both answers provide the exact same numerical value.	66	"```json\n{\n  ""answer_1"": ""Buck Showalter"",\n  ""answer_2"": ""66""\n}\n```"	time_dependent	Mets manager changes over time; models answer an older manager (66) while gold gives 40 (different manager/snapshot).
crag	google-gemini-2-5-pro	adabdcb6-3d4d-4dac-93f7-d54bdb5dccf2	0	1	who was the coach of the team that won the nba championship last season?	michael malone, who coaches the denver nuggets, was the coach of the team that won the nba championship last season.	Steve Kerr	Steve Kerr	The gold answer identifies Michael Malone as the coach, while the prediction states Steve Kerr. These are two different individuals, leading to a contradiction.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nSteve Kerr	"```json\n{\n  ""answer_1"": ""Golden State Warriors"",\n  ""answer_2"": ""Steve Kerr""\n}\n```"	time_dependent	'Last season' is underspecified and shifts year to year; models return Steve Kerr (Warriors season), while gold returns Michael Malone (Nuggets season).
hotpotqa	google-gemini-2-5-pro	5abee5e25542994516f45473	0	1	Pauline Henry was known as the vocalist of a very popular cover song. Which album was this song from?	The Joshua Tree	The Chimes	The Chimes	The prediction 'The Chimes' contradicts the gold answer 'The Joshua Tree' regarding the album name. These are distinct album titles.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nThe Chimes	"```json\n{\n  ""answer_1"": ""I Still Haven't Found What I'm Looking For"",\n  ""answer_2"": ""The Chimes""\n}\n```"	possible_gold_error_or_ambiguity	Frontier open-ended answers agree (2/3) on 'The Chimes' vs gold; could be gold error/ambiguity or shared model misconception.
mintaka	google-gemini-2-5-pro	c18486eb	0	1	What is the name of the U.S. state with the biggest volcano?	Washington	Hawaii	Hawaii	The prediction 'Hawaii' contradicts the gold answer 'Washington'. These are two distinct U.S. states.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nHawaii	"```json\n{\n  ""answer_1"": ""Mauna Loa"",\n  ""answer_2"": ""Hawaii""\n}\n```"	likely_gold_error	All frontier models answer Hawaii; gold answers Washington. This looks like a dataset/gold issue unless a different 'biggest volcano' definition was intended.
crag	google-gemini-2-5-pro	6ed9dc10-0df5-4e16-b0df-e11967edb740	1	1	how old is the current ceo of microsoft?	the current ceo of microsoft, sadya nadella, is 57 years old.	55	55	The gold answer states the CEO is 57 years old, while the prediction states 55. The difference of 2 is outside the allowed numeric tolerance of max(0.5, 1% of 57) = 0.57.	1	Both answers state the same numerical value.	equivalent: 1\nreasoning: Both answers state the same numerical value.	55	"```json\n{\n  ""answer_1"": ""Satya Nadella"",\n  ""answer_2"": ""55""\n}\n```"	time_dependent	Time-relative phrasing ('current'); gold likely tied to a specific snapshot.
hotpotqa	google-gemini-2-5-pro	5a7c75a655429935c91b51c4	0	1	Where is the company that built Woodvale Historic District located?	Rockhill Furnace, Pennsylvania	Johnstown, Pennsylvania	Johnstown, Pennsylvania	The prediction states 'Johnstown, Pennsylvania' as the location, which contradicts the gold answer 'Rockhill Furnace, Pennsylvania'. These are two distinct locations.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	Johnstown, Pennsylvania	"```json\n{\n  ""answer_1"": ""Cambria Iron Company"",\n  ""answer_2"": ""Johnstown, Pennsylvania""\n}\n```"	unclear/needs_verification	Gold Rockhill Furnace vs models Johnstown. Without the referenced builder name, it's hard to verify whether this is a gold error or a model mistake.
crag	google-gemini-2-5-pro	bcc88678-d327-4792-b6f5-bb7efc33e2c6	0	1	if i were to visit the capital of hawaii, how high up would i be?	5 m	6 m	6 m	The gold answer is 5 m and the prediction is 6 m. The absolute difference is 1 m. The allowed tolerance is max(0.5, 1% of 5) = max(0.5, 0.05) = 0.5 m. Since 1 m is greater than 0.5 m, the prediction is outside the acceptable numerical tolerance.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\n6 m	"```json\n{\n  ""answer_1"": ""Honolulu"",\n  ""answer_2"": ""6 m""\n}\n```"	possible_gold_typo_or_alias	Open answer '6 m' is very close to gold '5 m' (edit-distance 1); likely typo/alias/normalization issue.
hotpotqa	google-gemini-2-5-pro	5a8a17e55542992d82986eab	0	1	"Who was the director of the film at who end a versions of the son ""Please, Please, Please, Let Me Get What I Want"" could be heard?"	Shane Meadows	John Hughes	John Hughes	The prediction 'John Hughes' contradicts the gold answer 'Shane Meadows' regarding the director of the film.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	John Hughes	"```json\n{\n  ""answer_1"": ""Ferris Bueller's Day Off"",\n  ""answer_2"": ""John Hughes""\n}\n```"	ambiguous_reference(film)	Multiple films may include this song; models converge on John Hughes (likely Ferris Bueller's Day Off), while gold gives Shane Meadows.
crag	google-gemini-2-5-pro	318361f8-af94-4b0b-8017-c0f04ec1755c	0	1	what company in the dow jones has the largest market capitalization?	microsoft	Apple Inc.	Apple Inc.	The prediction 'Apple Inc.' is a different company than the gold answer 'microsoft', directly contradicting the gold fact about which company has the largest market capitalization in the Dow Jones.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nApple Inc.	"```json\n{\n  ""answer_1"": ""$2.4 trillion"",\n  ""answer_2"": ""Apple Inc.""\n}\n```"	time_dependent	Largest market cap among Dow components varies over time; gold says Microsoft while all models say Apple.
hotpotqa	google-gemini-2-5-pro	5ae65d055542996d980e7b14	0	0	What was population of the city where the Dutch retired footballer Foeke Booy born?	108,249	124,499	124,484	The question asks for a population, which is a naturally drifting value. The gold answer is 108,249 and the prediction is 124,499. The percentage difference is approximately 13.05% (|108,249 - 124,499| / max(108,249, 124,499) * 100), which falls outside the allowed 1-5.5 percentage-point window for equivalence.	1	Numeric values are within the 1% tolerance (15 is less than 1% of 124,484).	equivalent: 1\nreasoning: Numeric values are within the 1% tolerance (15 is less than 1% of 124,484).	124,499	"```json\n{\n  ""answer_1"": ""Leeuwarden"",\n  ""answer_2"": ""124,484""\n}\n```"	time_dependent_or_definition(city_vs_municipality)	City population varies by census year and by administrative boundary; three models give three nearby values, suggesting boundary/year ambiguity rather than a single fixed 'correct' number.
crag	google-gemini-2-5-pro	4713fbb8-0591-47fc-baa6-23b3d2595a6d	1	1	who was the player who won the most titles in the wta last year?	iga swiatek won the most titles in the wta last year.	Ashleigh Barty	Ashleigh Barty	The gold answer identifies 'Iga Swiatek' as the player, while the prediction states 'Ashleigh Barty'. These are different individuals, leading to a contradiction.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nAshleigh Barty	"```json\n{\n  ""answer_1"": ""2021"",\n  ""answer_2"": ""Ashleigh Barty""\n}\n```"	time_dependent	Time-relative phrasing ('last year'); gold likely tied to a specific snapshot.
hotpotqa	google-gemini-2-5-pro	5ab265de5542993be8fa9901	0	1	Jonas Hummels is the younger brother of a German professional footballer who plays for the German national team, and who else?	Bayern Munich	Borussia Dortmund	Borussia Dortmund	The gold answer states 'Bayern Munich' as the team, while the prediction states 'Borussia Dortmund'. These are two distinct football clubs, leading to a contradiction.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	Borussia Dortmund	"```json\n{\n  ""answer_1"": ""Mats Hummels"",\n  ""answer_2"": ""Borussia Dortmund""\n}\n```"	ambiguous_time/context	Mats Hummels has played for both Borussia Dortmund and Bayern Munich. The question does not pin a time period, so either club can be argued depending on when.
crag	google-gemini-2-5-pro	4ebbb760-c5ae-4307-9764-567a357f4cc1	0	1	who is the first actress to play the bond girl?	vesper lynd in 1953	Ursula Andress	Ursula Andress	The gold answer identifies 'Vesper Lynd' as the first actress, while the prediction identifies 'Ursula Andress'. These are different individuals, leading to a contradiction regarding the identity of the actress.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	Ursula Andress	"```json\n{\n  ""answer_1"": ""Honey Ryder"",\n  ""answer_2"": ""Ursula Andress""\n}\n```"	ambiguous_definition(bond_girl)	Gold cites a character/year (Vesper Lynd, 1953 novel) rather than an actress. Models answer Ursula Andress (first on-screen Bond girl), implying a mismatch in what 'first' means.
hotpotqa	google-gemini-2-5-pro	5ae753b75542997b22f6a6db	0	1	Jayantabhai Ki Luv Story includes a lead role for the film actress and model who is a native of what city?	Bihar	Bhagalpur	Bhagalpur	The question asks for a 'city'. The gold answer 'Bihar' is a state, not a city. The prediction 'Bhagalpur' is a city. While Bhagalpur is located within Bihar, the prediction and gold refer to different geographical entities (a city vs. a state), and thus do not communicate the same essential fact, especially given the specific request for a 'city' in the question.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	Bhagalpur	"```json\n{\n  ""answer_1"": ""Neha Sharma"",\n  ""answer_2"": ""Bhagalpur""\n}\n```"	likely_gold_error(scope_mismatch)	Question asks for a city; gold answers a state/region ('Bihar'). Frontier answers Bhagalpur (a city in Bihar).
crag	google-gemini-2-5-pro	a019b11a-6b26-4f70-9d3f-20c46005bec6	1	0	what were the box office numbers for martin scorsese's most recent movie?	killers of the flower moon has grossed $67.8 million in the united states and canada, and $89 million in other territories, for a worldwide total of $156.8 million.	$9.8 million	$9.6 million	The prediction of '$9.8 million' is numerically significantly different from all the box office numbers provided in the gold answer ($67.8 million, $89 million, $156.8 million). The difference exceeds the allowed 5.5% tolerance for numeric expressions.	1	Numeric values are within the allowed tolerance (0.2 million difference, which is less than max(0.5, 1% of 9.8 million = 0.098 million), and also within the 1-5.5 percentage-point window for values that naturally drift over time).	equivalent: 1\nreasoning: Numeric values are within the allowed tolerance (0.2 million difference, which is less than max(0.5, 1% of 9.8 million = 0.098 million), and also within the 1-5.5 percentage-point window for values that naturally drift over time).	$9.8 million	"```json\n{\n  ""answer_1"": ""The Irishman"",\n  ""answer_2"": ""$9.6 million""\n}\n```"	time_dependent	Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot.
crag	google-gemini-2-5-pro	83cfd2c8-d469-409d-bd32-24696ca5e21a	1	1	who was the mvp of the nba finals last year?	nikola jokic, who plays for the denver nuggets, was the mvp of the nba finals last year.	Stephen Curry	Stephen Curry	The gold answer states the MVP was Nikola Jokic, while the prediction states Stephen Curry. These are different individuals, leading to a contradiction.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nStephen Curry	"```json\n{\n  ""answer_1"": ""2022 NBA Finals"",\n  ""answer_2"": ""Stephen Curry""\n}\n```"	time_dependent	Time-relative phrasing ('last year'); gold likely tied to a specific snapshot.
crag	google-gemini-2-5-pro	00283e38-b411-425f-ad12-b6de87e4dc45	1	0	how old is the oldest currently working action movie actor?	one of the oldest currently working action movie actors, arnold schwarzenegger, is 76 years old.	93	92	The gold answer states an age of 76, while the prediction states 93. These numerical values are significantly different and outside the allowed tolerance for numeric expressions.	1	Numeric values for age are within the 1-5.5 percentage-point tolerance for values that drift over time (1.075% difference).	equivalent: 1\nreasoning: Numeric values for age are within the 1-5.5 percentage-point tolerance for values that drift over time (1.075% difference).	93	"```json\n{\n  ""answer_1"": ""Clint Eastwood"",\n  ""answer_2"": ""92""\n}\n```"	time_dependent	Time-relative phrasing ('currently'); gold likely tied to a specific snapshot.
crag	google-gemini-2-5-pro	e9751dcf-72ec-434f-9ca8-30a0a72da8fc	1	1	how old is the current president of the us?	the current president of the us, joe biden, is 81 years old.	79	79	The gold answer states the age is 81, while the prediction states 79. The difference of 2 is outside the allowed numeric tolerance of max(0.5, 1% of 81 = 0.81).	1	Both answers state the same age.	equivalent: 1\nreasoning: Both answers state the same age.	79	"```json\n{\n  ""answer_1"": ""Joe Biden"",\n  ""answer_2"": ""79""\n}\n```"	time_dependent	Time-relative phrasing ('current'); gold likely tied to a specific snapshot.
crag	google-gemini-2-5-pro	d93b3615-3ef8-446f-a635-95b3b7ece245	1	1	who was the coach of the team that won the ncaa men's basketball championship last year?	dan hurley, who coaches the uconn huskies, was the coach of the team that won the ncaa men's basketball championship last year.	Bill Self	Bill Self	The gold answer identifies 'Dan Hurley' as the coach, while the prediction states 'Bill Self'. These are different individuals, leading to a contradiction.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nBill Self	"```json\n{\n  ""answer_1"": ""Kansas Jayhawks"",\n  ""answer_2"": ""Bill Self""\n}\n```"	time_dependent	Time-relative phrasing ('last year'); gold likely tied to a specific snapshot.
crag	google-gemini-2-5-pro	04fd2c98-6531-41a0-8f9f-4af6b7f012ef	1	1	who was the mvp of the mlb world series last year?	corey saeger, who plays for the texas rangers, was the mvp of the mlb world series last year.	Jorge Soler	Jorge Soler	The gold answer states 'Corey Seager' as the MVP, while the prediction states 'Jorge Soler'. These are different individuals, leading to a contradiction on the core fact of the question.	1	Both answers are identical.	equivalent: 1\nreasoning: Both answers are identical.	answer:\nJorge Soler	"```json\n{\n  ""answer_1"": ""2021"",\n  ""answer_2"": ""Jorge Soler""\n}\n```"	time_dependent	World Series MVP depends on year; gold and models align to different seasons (e.g., Seager vs Soler).
